open_time,open,high,low,close,volume
2025-07-06 21:06:00,661.23,661.24,661.23,661.23,17.449
2025-07-06 21:07:00,661.24,661.39,661.24,661.39,13.159
2025-07-06 21:08:00,661.39,661.39,661.38,661.38,8.114
2025-07-06 21:09:00,661.39,661.39,661.38,661.39,8.607
2025-07-06 21:10:00,661.38,661.39,661.28,661.37,56.806
2025-07-06 21:11:00,661.37,661.79,661.37,661.78,74.493
2025-07-06 21:12:00,661.78,661.9,661.78,661.89,66.687
2025-07-06 21:13:00,661.9,661.9,661.83,661.83,36.473
2025-07-06 21:14:00,661.84,662.1,661.84,662.1,120.304
2025-07-06 21:15:00,662.1,662.1,661.82,661.89,48.621
2025-07-06 21:16:00,661.88,661.96,661.76,661.76,28.237
2025-07-06 21:17:00,661.77,661.77,661.76,661.76,5.062
2025-07-06 21:18:00,661.77,661.77,661.65,661.65,32.957
2025-07-06 21:19:00,661.65,661.8,661.65,661.79,28.617
2025-07-06 21:20:00,661.8,661.8,661.79,661.8,21.093
2025-07-06 21:21:00,661.8,661.8,661.79,661.8,16.931
2025-07-06 21:22:00,661.79,662.15,661.79,662.15,62.994
2025-07-06 21:23:00,662.16,662.29,662.15,662.29,18.118
2025-07-06 21:24:00,662.28,662.29,662.28,662.29,27.085
2025-07-06 21:25:00,662.29,662.29,662.28,662.28,8.748
2025-07-06 21:26:00,662.29,663.12,662.28,662.95,155.521
2025-07-06 21:27:00,662.94,663.42,662.94,663.17,229.545
2025-07-06 21:28:00,663.17,663.24,663.16,663.24,26.288
2025-07-06 21:29:00,663.23,663.24,663.23,663.24,17.192
2025-07-06 21:30:00,663.24,664.5,663.23,664.5,1620.048
2025-07-06 21:31:00,664.49,664.99,664.49,664.89,329.62
2025-07-06 21:32:00,664.89,664.89,664.5,664.59,192.734
2025-07-06 21:33:00,664.6,664.67,664.52,664.6,75.005
2025-07-06 21:34:00,664.6,664.6,663.52,663.52,222.442
2025-07-06 21:35:00,663.52,664.53,663.5,664.5,189.504
2025-07-06 21:36:00,664.5,664.76,664.5,664.51,127.438
2025-07-06 21:37:00,664.5,664.54,664.13,664.13,55.391
2025-07-06 21:38:00,664.12,664.27,663.88,664.06,90.934
2025-07-06 21:39:00,664.07,664.29,664.06,664.27,48.37
2025-07-06 21:40:00,664.26,664.28,663.93,664.1,154.777
2025-07-06 21:41:00,664.1,664.11,663.96,664.08,20.077
2025-07-06 21:42:00,664.07,664.08,663.93,663.94,13.986
2025-07-06 21:43:00,663.94,663.94,663.84,663.84,25.064
2025-07-06 21:44:00,663.84,663.84,663.52,663.69,66.764
2025-07-06 21:45:00,663.68,663.69,663.63,663.64,15.193
2025-07-06 21:46:00,663.64,663.69,662.88,662.9,221.677
2025-07-06 21:47:00,662.91,662.93,662.8,662.81,6.587
2025-07-06 21:48:00,662.81,662.81,662.6,662.61,55.321
2025-07-06 21:49:00,662.61,662.61,662.52,662.59,23.006
2025-07-06 21:50:00,662.59,662.61,662.54,662.54,57.97
2025-07-06 21:51:00,662.54,662.54,662.31,662.36,141.771
2025-07-06 21:52:00,662.36,662.36,662.12,662.21,77.759
2025-07-06 21:53:00,662.21,662.51,662.2,662.51,32.883
2025-07-06 21:54:00,662.51,662.51,662.5,662.5,10.742
2025-07-06 21:55:00,662.51,662.51,662.49,662.5,10.662
2025-07-06 21:56:00,662.5,662.5,662.2,662.25,107.6
2025-07-06 21:57:00,662.25,662.45,662.25,662.45,55.76
2025-07-06 21:58:00,662.45,662.55,662.44,662.55,17.21
2025-07-06 21:59:00,662.54,662.8,662.54,662.77,29.221
2025-07-06 22:00:00,662.77,663.66,662.77,663.64,155.302
2025-07-06 22:01:00,663.65,664.81,663.64,664.3,488.973
2025-07-06 22:02:00,664.31,664.54,663.98,663.98,157.623
2025-07-06 22:03:00,663.97,663.97,663.5,663.79,81.276
2025-07-06 22:04:00,663.78,664.0,663.61,663.61,80.621
2025-07-06 22:05:00,663.62,663.8,663.54,663.74,31.248
2025-07-06 22:06:00,663.74,663.86,663.5,663.8,69.557
2025-07-06 22:07:00,663.81,664.0,663.8,664.0,23.992
2025-07-06 22:08:00,664.0,664.14,663.99,664.12,60.192
2025-07-06 22:09:00,664.13,664.2,664.02,664.16,30.578
2025-07-06 22:10:00,664.16,664.16,664.03,664.05,40.743
2025-07-06 22:11:00,664.06,664.06,663.53,663.54,204.089
2025-07-06 22:12:00,663.53,663.59,663.47,663.59,23.91
2025-07-06 22:13:00,663.59,663.65,663.55,663.59,47.965
2025-07-06 22:14:00,663.6,663.8,663.56,663.79,38.379
2025-07-06 22:15:00,663.8,663.89,663.79,663.88,32.384
2025-07-06 22:16:00,663.89,663.98,663.85,663.86,70.271
2025-07-06 22:17:00,663.86,664.06,663.86,663.95,30.679
2025-07-06 22:18:00,663.95,664.09,663.94,664.09,126.105
2025-07-06 22:19:00,664.1,664.37,664.09,664.37,337.075
2025-07-06 22:20:00,664.37,664.37,663.67,663.68,256.977
2025-07-06 22:21:00,663.68,663.68,663.24,663.25,9.538
2025-07-06 22:22:00,663.25,663.58,663.25,663.58,138.174
2025-07-06 22:23:00,663.58,663.86,663.57,663.86,123.394
2025-07-06 22:24:00,663.87,663.95,663.61,663.62,114.891
2025-07-06 22:25:00,663.62,663.65,663.61,663.62,9.165
2025-07-06 22:26:00,663.62,663.62,663.23,663.4,53.821
2025-07-06 22:27:00,663.39,663.67,663.39,663.66,45.409
2025-07-06 22:28:00,663.67,663.94,663.67,663.87,23.037
2025-07-06 22:29:00,663.87,663.87,663.81,663.81,6.932
2025-07-06 22:30:00,663.82,663.85,663.72,663.83,50.818
2025-07-06 22:31:00,663.83,663.85,663.63,663.63,37.174
2025-07-06 22:32:00,663.64,663.64,663.01,663.01,322.842
2025-07-06 22:33:00,663.01,663.38,663.01,663.38,115.578
2025-07-06 22:34:00,663.38,663.54,663.38,663.5,181.453
2025-07-06 22:35:00,663.5,663.55,663.4,663.55,134.005
2025-07-06 22:36:00,663.55,663.55,663.44,663.45,31.788
2025-07-06 22:37:00,663.45,663.5,663.44,663.5,27.404
2025-07-06 22:38:00,663.5,663.51,663.5,663.5,6.76
2025-07-06 22:39:00,663.51,663.51,663.34,663.34,9.57
2025-07-06 22:40:00,663.35,663.49,663.34,663.49,20.536
2025-07-06 22:41:00,663.5,663.68,663.5,663.67,55.459
2025-07-06 22:42:00,663.67,663.77,663.67,663.77,60.513
2025-07-06 22:43:00,663.77,663.78,663.76,663.77,37.377
2025-07-06 22:44:00,663.78,663.78,663.66,663.71,122.34
2025-07-06 22:45:00,663.71,663.93,663.71,663.93,79.4
2025-07-06 22:46:00,663.93,663.97,663.92,663.97,37.183
2025-07-06 22:47:00,663.97,664.0,663.93,663.99,91.933
2025-07-06 22:48:00,663.99,663.99,663.9,663.9,117.028
2025-07-06 22:49:00,663.91,663.98,663.86,663.98,69.831
2025-07-06 22:50:00,663.97,664.04,663.89,663.9,51.967
2025-07-06 22:51:00,663.9,663.9,663.66,663.76,41.551
2025-07-06 22:52:00,663.75,663.8,663.72,663.76,23.267
2025-07-06 22:53:00,663.75,663.8,663.66,663.67,63.546
2025-07-06 22:54:00,663.67,663.87,663.67,663.87,55.653
2025-07-06 22:55:00,663.87,663.88,663.86,663.87,46.541
2025-07-06 22:56:00,663.87,663.98,663.87,663.98,64.4
2025-07-06 22:57:00,663.97,663.98,663.81,663.81,123.072
2025-07-06 22:58:00,663.82,663.82,663.81,663.82,18.024
2025-07-06 22:59:00,663.82,663.85,663.7,663.72,84.434
2025-07-06 23:00:00,663.73,663.85,663.73,663.85,13.659
2025-07-06 23:01:00,663.85,663.85,663.05,663.2,225.461
2025-07-06 23:02:00,663.19,663.26,662.91,662.91,110.707
2025-07-06 23:03:00,662.91,663.4,662.83,663.22,230.437
2025-07-06 23:04:00,663.22,663.22,663.21,663.22,23.358
2025-07-06 23:05:00,663.22,663.22,662.85,662.86,52.362
2025-07-06 23:06:00,662.86,662.86,662.6,662.61,90.526
2025-07-06 23:07:00,662.61,663.22,662.6,663.22,113.538
2025-07-06 23:08:00,663.22,663.52,663.21,663.52,64.182
2025-07-06 23:09:00,663.52,663.52,663.3,663.41,25.213
2025-07-06 23:10:00,663.41,663.41,663.03,663.2,27.934
2025-07-06 23:11:00,663.2,663.26,663.15,663.15,20.002
2025-07-06 23:12:00,663.15,663.15,663.02,663.05,18.792
2025-07-06 23:13:00,663.05,663.05,663.04,663.05,7.248
2025-07-06 23:14:00,663.05,663.05,663.04,663.04,9.558
2025-07-06 23:15:00,663.04,663.05,662.8,662.81,84.676
2025-07-06 23:16:00,662.81,663.0,662.81,662.9,19.601
2025-07-06 23:17:00,662.9,662.95,662.9,662.9,8.965
2025-07-06 23:18:00,662.9,662.9,662.8,662.89,16.132
2025-07-06 23:19:00,662.89,663.25,662.88,663.18,64.587
2025-07-06 23:20:00,663.18,663.27,663.16,663.18,45.011
2025-07-06 23:21:00,663.18,663.18,662.82,662.94,74.257
2025-07-06 23:22:00,662.94,663.07,662.93,663.06,28.039
2025-07-06 23:23:00,663.07,663.17,663.01,663.01,34.082
2025-07-06 23:24:00,663.01,663.01,662.69,662.7,36.427
2025-07-06 23:25:00,662.7,662.86,662.52,662.52,88.722
2025-07-06 23:26:00,662.53,662.65,662.52,662.65,21.21
2025-07-06 23:27:00,662.64,662.65,662.54,662.65,29.795
2025-07-06 23:28:00,662.64,662.7,662.6,662.6,55.01
2025-07-06 23:29:00,662.6,662.69,662.52,662.68,49.39
2025-07-06 23:30:00,662.69,662.69,662.53,662.55,51.758
2025-07-06 23:31:00,662.55,662.66,662.55,662.65,6.229
2025-07-06 23:32:00,662.66,662.67,662.55,662.66,99.168
2025-07-06 23:33:00,662.67,662.7,662.59,662.59,14.559
2025-07-06 23:34:00,662.59,662.59,662.4,662.41,38.452
2025-07-06 23:35:00,662.41,662.41,662.1,662.11,28.857
2025-07-06 23:36:00,662.11,662.24,662.1,662.23,32.745
2025-07-06 23:37:00,662.24,662.33,662.23,662.32,8.333
2025-07-06 23:38:00,662.33,662.8,662.33,662.79,72.055
2025-07-06 23:39:00,662.8,662.85,662.55,662.55,101.255
2025-07-06 23:40:00,662.54,662.54,662.23,662.23,11.208
2025-07-06 23:41:00,662.24,662.24,662.2,662.2,5.537
2025-07-06 23:42:00,662.2,663.3,662.02,662.71,643.097
2025-07-06 23:43:00,662.71,662.75,662.68,662.75,84.328
2025-07-06 23:44:00,662.75,662.81,662.74,662.8,72.773
2025-07-06 23:45:00,662.8,662.8,662.7,662.7,28.223
2025-07-06 23:46:00,662.71,662.78,662.7,662.7,7.678
2025-07-06 23:47:00,662.71,662.78,662.7,662.77,11.598
2025-07-06 23:48:00,662.77,662.98,662.77,662.98,22.516
2025-07-06 23:49:00,662.98,662.98,662.8,662.81,26.201
2025-07-06 23:50:00,662.81,662.81,662.75,662.75,14.722
2025-07-06 23:51:00,662.76,662.9,662.76,662.9,11.123
2025-07-06 23:52:00,662.9,662.94,662.89,662.93,52.467
2025-07-06 23:53:00,662.94,662.94,662.93,662.93,9.886
2025-07-06 23:54:00,662.94,662.94,662.93,662.94,3.721
2025-07-06 23:55:00,662.94,662.94,662.93,662.94,11.868
2025-07-06 23:56:00,662.94,663.17,662.93,663.05,249.298
2025-07-06 23:57:00,663.05,663.05,663.04,663.04,6.111
2025-07-06 23:58:00,663.05,663.2,663.05,663.19,154.754
2025-07-06 23:59:00,663.19,663.2,663.12,663.13,25.249
2025-07-07 00:00:00,663.13,663.2,663.12,663.15,167.031
2025-07-07 00:01:00,663.15,663.15,663.14,663.14,41.466
2025-07-07 00:02:00,663.15,663.15,663.06,663.06,117.462
2025-07-07 00:03:00,663.07,663.07,663.06,663.07,8.318
2025-07-07 00:04:00,663.07,663.07,663.06,663.07,11.502
2025-07-07 00:05:00,663.07,663.11,663.06,663.1,6.14
2025-07-07 00:06:00,663.1,663.1,662.9,662.92,65.856
2025-07-07 00:07:00,662.91,662.92,662.73,662.91,45.726
2025-07-07 00:08:00,662.92,662.93,662.91,662.92,11.093
2025-07-07 00:09:00,662.93,662.94,662.8,662.86,21.937
2025-07-07 00:10:00,662.86,662.86,662.61,662.62,25.18
2025-07-07 00:11:00,662.62,662.73,662.62,662.72,75.168
2025-07-07 00:12:00,662.73,662.86,662.73,662.85,70.94
2025-07-07 00:13:00,662.86,662.86,662.82,662.83,12.511
2025-07-07 00:14:00,662.83,662.87,662.82,662.86,6.943
2025-07-07 00:15:00,662.87,663.0,662.86,662.92,29.616
2025-07-07 00:16:00,662.91,662.91,662.43,662.43,37.408
2025-07-07 00:17:00,662.43,662.54,662.43,662.54,35.999
2025-07-07 00:18:00,662.54,662.54,662.12,662.12,60.011
2025-07-07 00:19:00,662.12,662.19,662.12,662.14,17.444
2025-07-07 00:20:00,662.14,662.14,662.11,662.11,13.903
2025-07-07 00:21:00,662.12,662.12,662.01,662.01,30.609
2025-07-07 00:22:00,662.01,662.01,661.95,661.96,56.354
2025-07-07 00:23:00,661.95,662.07,661.95,662.07,16.381
2025-07-07 00:24:00,662.07,662.07,661.95,661.95,41.192
2025-07-07 00:25:00,661.96,661.96,661.56,661.57,127.437
2025-07-07 00:26:00,661.57,661.68,661.43,661.68,104.579
2025-07-07 00:27:00,661.67,661.68,661.67,661.68,44.599
2025-07-07 00:28:00,661.68,661.68,661.54,661.54,4.297
2025-07-07 00:29:00,661.55,661.55,661.45,661.46,17.772
2025-07-07 00:30:00,661.46,661.57,660.74,661.29,737.879
2025-07-07 00:31:00,661.28,661.29,661.21,661.22,12.236
2025-07-07 00:32:00,661.22,661.37,661.22,661.37,31.229
2025-07-07 00:33:00,661.36,661.37,661.13,661.16,29.547
2025-07-07 00:34:00,661.16,661.59,661.16,661.31,187.789
2025-07-07 00:35:00,661.31,661.61,661.28,661.61,126.79
2025-07-07 00:36:00,661.6,661.61,661.14,661.27,132.821
2025-07-07 00:37:00,661.27,661.34,661.26,661.34,17.918
2025-07-07 00:38:00,661.34,661.5,661.34,661.47,35.616
2025-07-07 00:39:00,661.48,661.48,661.34,661.35,10.035
2025-07-07 00:40:00,661.35,661.4,661.34,661.35,5.394
2025-07-07 00:41:00,661.34,661.39,661.34,661.39,127.657
2025-07-07 00:42:00,661.38,661.39,661.14,661.19,32.431
2025-07-07 00:43:00,661.19,661.26,661.19,661.22,17.047
2025-07-07 00:44:00,661.22,661.22,661.11,661.12,158.176
2025-07-07 00:45:00,661.11,661.4,661.11,661.4,14.216
2025-07-07 00:46:00,661.4,661.4,661.33,661.33,27.122
2025-07-07 00:47:00,661.33,661.33,661.26,661.27,12.221
2025-07-07 00:48:00,661.27,661.4,661.26,661.32,118.544
2025-07-07 00:49:00,661.33,661.39,661.32,661.39,44.616
2025-07-07 00:50:00,661.38,661.39,661.38,661.39,19.3
2025-07-07 00:51:00,661.38,661.39,661.34,661.34,12.804
2025-07-07 00:52:00,661.34,661.35,661.34,661.35,10.458
