open_time,open,high,low,close,volume
2025-07-06 17:50:00,2550.77,2551.35,2550.76,2551.34,59.1324
2025-07-06 17:51:00,2551.35,2551.35,2549.5,2549.51,131.7276
2025-07-06 17:52:00,2549.51,2549.51,2547.32,2547.75,476.4729
2025-07-06 17:53:00,2547.76,2548.54,2547.75,2548.54,124.1335
2025-07-06 17:54:00,2548.55,2548.63,2547.39,2547.99,146.834
2025-07-06 17:55:00,2547.99,2547.99,2546.62,2546.62,27.9413
2025-07-06 17:56:00,2546.63,2547.29,2546.62,2547.29,100.8013
2025-07-06 17:57:00,2547.28,2547.41,2546.62,2547.41,116.7581
2025-07-06 17:58:00,2547.4,2547.41,2547.14,2547.14,28.4868
2025-07-06 17:59:00,2547.14,2547.4,2546.73,2547.4,96.5962
2025-07-06 18:00:00,2547.39,2547.39,2546.9,2546.91,46.8993
2025-07-06 18:01:00,2546.9,2547.27,2546.1,2546.1,204.6496
2025-07-06 18:02:00,2546.1,2546.25,2545.89,2546.25,21.612
2025-07-06 18:03:00,2546.24,2546.57,2545.75,2545.75,95.0398
2025-07-06 18:04:00,2545.74,2545.82,2545.52,2545.81,65.1587
2025-07-06 18:05:00,2545.8,2545.81,2544.5,2544.51,388.7977
2025-07-06 18:06:00,2544.51,2544.51,2542.99,2543.25,193.2991
2025-07-06 18:07:00,2543.25,2546.0,2543.25,2546.0,115.8982
2025-07-06 18:08:00,2546.0,2546.03,2544.6,2544.97,68.0152
2025-07-06 18:09:00,2544.96,2544.98,2544.6,2544.61,45.532
2025-07-06 18:10:00,2544.6,2544.74,2544.6,2544.73,47.0815
2025-07-06 18:11:00,2544.73,2546.51,2544.73,2546.51,91.9005
2025-07-06 18:12:00,2546.51,2547.48,2545.89,2545.9,142.3547
2025-07-06 18:13:00,2545.89,2545.9,2545.26,2545.88,18.7648
2025-07-06 18:14:00,2545.88,2545.99,2545.31,2545.51,132.6897
2025-07-06 18:15:00,2545.5,2545.51,2544.0,2544.0,61.5212
2025-07-06 18:16:00,2543.99,2544.33,2543.79,2544.0,40.8356
2025-07-06 18:17:00,2544.0,2544.01,2542.83,2543.15,365.9704
2025-07-06 18:18:00,2543.15,2543.25,2542.17,2542.9,133.83
2025-07-06 18:19:00,2542.9,2544.08,2542.9,2543.59,75.8754
2025-07-06 18:20:00,2543.59,2544.72,2543.59,2544.72,65.2714
2025-07-06 18:21:00,2544.71,2544.71,2542.94,2542.94,114.4296
2025-07-06 18:22:00,2542.94,2542.94,2542.16,2542.16,30.0254
2025-07-06 18:23:00,2542.16,2542.17,2537.3,2538.19,655.2733
2025-07-06 18:24:00,2538.19,2538.88,2537.98,2538.15,141.9396
2025-07-06 18:25:00,2538.15,2539.13,2538.12,2538.12,256.1604
2025-07-06 18:26:00,2538.12,2538.23,2537.0,2537.25,233.2146
2025-07-06 18:27:00,2537.26,2537.51,2535.5,2535.5,2161.1625
2025-07-06 18:28:00,2535.51,2537.23,2535.0,2535.41,559.0074
2025-07-06 18:29:00,2535.41,2536.5,2535.41,2536.42,124.725
2025-07-06 18:30:00,2536.42,2537.71,2536.21,2537.71,192.5095
2025-07-06 18:31:00,2537.71,2537.71,2536.21,2536.21,136.3131
2025-07-06 18:32:00,2536.22,2538.18,2536.22,2537.28,254.8083
2025-07-06 18:33:00,2537.27,2538.11,2536.99,2537.27,102.9036
2025-07-06 18:34:00,2537.27,2537.47,2532.9,2532.99,218.788
2025-07-06 18:35:00,2532.99,2533.97,2532.02,2532.29,289.5353
2025-07-06 18:36:00,2532.29,2533.18,2531.71,2532.78,336.1535
2025-07-06 18:37:00,2532.78,2533.79,2532.51,2532.87,289.9152
2025-07-06 18:38:00,2532.88,2534.49,2532.67,2534.0,385.8498
2025-07-06 18:39:00,2534.0,2534.89,2533.98,2534.32,91.9331
2025-07-06 18:40:00,2534.31,2536.13,2534.31,2534.48,140.8136
2025-07-06 18:41:00,2534.48,2534.7,2533.07,2534.3,159.3409
2025-07-06 18:42:00,2534.29,2534.29,2532.09,2532.86,282.595
2025-07-06 18:43:00,2532.86,2532.86,2527.74,2528.03,1029.4825
2025-07-06 18:44:00,2528.04,2529.19,2527.86,2528.37,184.3402
2025-07-06 18:45:00,2528.37,2530.0,2526.6,2528.12,644.6462
2025-07-06 18:46:00,2528.11,2530.49,2526.84,2530.23,390.7752
2025-07-06 18:47:00,2530.24,2530.24,2527.51,2527.85,320.2369
2025-07-06 18:48:00,2527.86,2527.86,2524.32,2524.96,603.892
2025-07-06 18:49:00,2524.96,2526.23,2523.33,2526.1,392.7595
2025-07-06 18:50:00,2526.1,2528.63,2525.84,2527.8,461.8795
2025-07-06 18:51:00,2527.81,2527.81,2524.41,2526.95,183.8565
2025-07-06 18:52:00,2526.95,2528.11,2526.94,2527.48,221.3999
2025-07-06 18:53:00,2527.49,2531.51,2527.48,2530.55,343.1
2025-07-06 18:54:00,2530.54,2531.14,2529.41,2529.41,162.3192
2025-07-06 18:55:00,2529.41,2530.64,2529.37,2530.25,319.2052
2025-07-06 18:56:00,2530.24,2531.68,2530.24,2530.87,127.3199
2025-07-06 18:57:00,2530.87,2532.16,2530.86,2531.6,124.8349
2025-07-06 18:58:00,2531.6,2532.0,2531.14,2532.0,168.9519
2025-07-06 18:59:00,2531.99,2532.15,2531.97,2532.02,72.3521
2025-07-06 19:00:00,2532.03,2532.14,2531.14,2532.14,357.7187
2025-07-06 19:01:00,2532.13,2535.23,2532.13,2534.94,536.2594
2025-07-06 19:02:00,2534.94,2535.25,2534.33,2534.97,210.2271
2025-07-06 19:03:00,2534.97,2535.7,2534.96,2535.7,237.453
2025-07-06 19:04:00,2535.7,2538.58,2535.05,2536.49,663.9732
2025-07-06 19:05:00,2536.49,2537.73,2536.12,2537.72,195.7286
2025-07-06 19:06:00,2537.72,2537.73,2536.21,2536.7,295.0263
2025-07-06 19:07:00,2536.71,2536.71,2535.18,2535.91,208.4454
2025-07-06 19:08:00,2535.9,2535.96,2535.9,2535.95,5.9953
2025-07-06 19:09:00,2535.95,2536.5,2535.56,2535.56,116.9651
2025-07-06 19:10:00,2535.57,2535.97,2533.76,2535.97,302.7275
2025-07-06 19:11:00,2535.97,2536.68,2535.96,2536.59,41.3711
2025-07-06 19:12:00,2536.59,2537.44,2536.39,2536.4,126.8089
2025-07-06 19:13:00,2536.39,2536.4,2536.02,2536.32,25.6549
2025-07-06 19:14:00,2536.32,2537.2,2536.32,2536.98,163.6956
2025-07-06 19:15:00,2536.98,2536.98,2536.26,2536.27,69.1916
2025-07-06 19:16:00,2536.26,2536.53,2536.26,2536.53,164.1121
2025-07-06 19:17:00,2536.53,2536.84,2535.69,2535.69,56.3971
2025-07-06 19:18:00,2535.7,2536.81,2535.06,2536.69,127.97
2025-07-06 19:19:00,2536.7,2536.82,2535.82,2536.1,179.7656
2025-07-06 19:20:00,2536.09,2536.11,2535.37,2535.81,224.1543
2025-07-06 19:21:00,2535.81,2535.81,2535.19,2535.6,191.3588
2025-07-06 19:22:00,2535.59,2535.6,2535.18,2535.19,157.4035
2025-07-06 19:23:00,2535.18,2537.46,2535.18,2536.02,241.8484
2025-07-06 19:24:00,2536.02,2536.36,2535.56,2536.31,84.3924
2025-07-06 19:25:00,2536.3,2536.95,2536.09,2536.73,105.1347
2025-07-06 19:26:00,2536.73,2537.7,2536.72,2537.1,140.2696
2025-07-06 19:27:00,2537.09,2537.09,2536.84,2536.85,26.1174
2025-07-06 19:28:00,2536.84,2536.85,2536.48,2536.84,99.0335
2025-07-06 19:29:00,2536.85,2536.97,2536.32,2536.7,109.2136
2025-07-06 19:30:00,2536.71,2538.1,2536.7,2538.09,105.2311
2025-07-06 19:31:00,2538.1,2538.1,2536.58,2537.1,42.0743
2025-07-06 19:32:00,2537.09,2538.0,2536.84,2537.03,103.2037
2025-07-06 19:33:00,2537.04,2537.04,2534.8,2534.81,115.0638
2025-07-06 19:34:00,2534.81,2535.7,2534.5,2535.08,87.9248
2025-07-06 19:35:00,2535.09,2535.41,2534.57,2535.29,62.5795
2025-07-06 19:36:00,2535.29,2536.0,2535.22,2535.99,28.9769
2025-07-06 19:37:00,2536.0,2536.38,2534.8,2534.8,86.8684
2025-07-06 19:38:00,2534.81,2534.81,2532.43,2532.43,193.3693
2025-07-06 19:39:00,2532.44,2533.43,2531.9,2533.42,127.4131
2025-07-06 19:40:00,2533.43,2534.0,2532.92,2533.24,97.5143
2025-07-06 19:41:00,2533.24,2535.31,2533.23,2533.79,109.3961
2025-07-06 19:42:00,2533.8,2534.5,2533.79,2534.35,70.1827
2025-07-06 19:43:00,2534.34,2535.16,2534.17,2534.34,96.2329
2025-07-06 19:44:00,2534.35,2536.34,2534.35,2535.49,94.8444
2025-07-06 19:45:00,2535.5,2535.63,2534.35,2534.65,107.3914
2025-07-06 19:46:00,2534.65,2536.7,2534.42,2536.7,99.5865
2025-07-06 19:47:00,2536.7,2538.11,2536.7,2537.74,46.6057
2025-07-06 19:48:00,2537.74,2538.03,2537.21,2537.48,52.9654
2025-07-06 19:49:00,2537.48,2537.86,2537.0,2537.86,32.3783
2025-07-06 19:50:00,2537.85,2537.85,2537.02,2537.03,37.1923
2025-07-06 19:51:00,2537.03,2537.44,2536.67,2537.21,191.1306
2025-07-06 19:52:00,2537.22,2537.83,2537.21,2537.49,41.312
2025-07-06 19:53:00,2537.49,2539.64,2537.49,2539.12,70.7461
2025-07-06 19:54:00,2539.13,2539.13,2539.04,2539.04,4.6343
2025-07-06 19:55:00,2539.05,2539.46,2539.04,2539.13,33.3128
2025-07-06 19:56:00,2539.12,2539.14,2539.0,2539.01,129.8761
2025-07-06 19:57:00,2539.0,2539.72,2539.0,2539.71,11.5585
2025-07-06 19:58:00,2539.71,2540.27,2539.71,2540.12,25.3734
2025-07-06 19:59:00,2540.12,2541.9,2540.11,2541.06,541.794
2025-07-06 20:00:00,2541.05,2541.11,2540.27,2540.91,130.4097
2025-07-06 20:01:00,2540.9,2541.33,2540.06,2540.4,73.8122
2025-07-06 20:02:00,2540.4,2542.06,2540.24,2541.41,72.7395
2025-07-06 20:03:00,2541.42,2542.48,2541.41,2542.48,37.0181
2025-07-06 20:04:00,2542.48,2543.38,2542.47,2543.38,105.8062
2025-07-06 20:05:00,2543.37,2545.34,2543.37,2545.15,1311.3912
2025-07-06 20:06:00,2545.15,2546.12,2544.12,2544.45,288.5734
