timestamp,portfolio_value,price
2025-07-06 18:48:00,100.0,661.26
2025-07-06 18:49:00,100.0,661.53
2025-07-06 18:50:00,100.0,661.88
2025-07-06 18:51:00,100.0,661.59
2025-07-06 18:52:00,100.0,661.53
2025-07-06 18:53:00,100.0,661.6
2025-07-06 18:54:00,100.0,661.45
2025-07-06 18:55:00,100.0,661.74
2025-07-06 18:56:00,100.0,661.94
2025-07-06 18:57:00,100.0,662.0
2025-07-06 18:58:00,100.0,662.09
2025-07-06 18:59:00,100.0,662.25
2025-07-06 19:00:00,100.0,662.44
2025-07-06 19:01:00,99.90500000000002,662.73
2025-07-06 19:02:00,99.93796968599581,662.96
2025-07-06 19:03:00,99.95373779668947,663.07
2025-07-06 19:04:00,99.96807244277458,663.17
2025-07-06 19:05:00,99.96663897816607,663.16
2025-07-06 19:06:00,99.9695059073831,663.18
2025-07-06 19:07:00,99.9695059073831,663.18
2025-07-06 19:08:00,99.98670748268526,663.3
2025-07-06 19:09:00,99.98814094729377,663.31
2025-07-06 19:10:00,99.9795401596427,663.25
2025-07-06 19:11:00,99.98240708885972,663.27
2025-07-06 19:12:00,99.98384055346823,663.28
2025-07-06 19:13:00,99.99960866416188,663.39
2025-07-06 19:14:00,100.01394331024702,663.49
2025-07-06 19:15:00,100.02684449172364,663.58
2025-07-06 19:16:00,100.02541102711513,663.57
2025-07-06 19:17:00,100.00677598720446,663.44
2025-07-06 19:18:00,100.00677598720446,663.44
2025-07-06 19:19:00,100.00677598720446,663.44
2025-07-06 19:20:00,99.99244134111932,663.34
2025-07-06 19:21:00,99.99244134111932,663.34
2025-07-06 19:22:00,99.99244134111932,663.34
2025-07-06 19:23:00,99.98670748268526,663.3
2025-07-06 19:24:00,99.99530827033634,663.36
2025-07-06 19:25:00,99.99674173494486,663.37
2025-07-06 19:26:00,99.99674173494486,663.37
2025-07-06 19:27:00,99.99674173494486,663.37
2025-07-06 19:28:00,99.900217962066,663.36
2025-07-06 19:29:00,99.900217962066,663.36
2025-07-06 19:30:00,99.900217962066,663.37
2025-07-06 19:31:00,99.900217962066,663.32
2025-07-06 19:32:00,99.900217962066,663.21
2025-07-06 19:33:00,99.900217962066,662.72
2025-07-06 19:34:00,99.900217962066,662.84
2025-07-06 19:35:00,99.900217962066,663.08
2025-07-06 19:36:00,99.900217962066,663.07
2025-07-06 19:37:00,99.900217962066,662.96
2025-07-06 19:38:00,99.900217962066,662.73
2025-07-06 19:39:00,99.900217962066,662.81
2025-07-06 19:40:00,99.900217962066,662.82
2025-07-06 19:41:00,99.900217962066,662.9
2025-07-06 19:42:00,99.900217962066,662.65
2025-07-06 19:43:00,99.900217962066,662.5
2025-07-06 19:44:00,99.900217962066,662.5
2025-07-06 19:45:00,99.900217962066,662.36
2025-07-06 19:46:00,99.900217962066,662.35
2025-07-06 19:47:00,99.900217962066,662.32
2025-07-06 19:48:00,99.900217962066,662.3
2025-07-06 19:49:00,99.900217962066,662.32
2025-07-06 19:50:00,99.900217962066,662.25
2025-07-06 19:51:00,99.900217962066,662.26
2025-07-06 19:52:00,99.900217962066,662.19
2025-07-06 19:53:00,99.900217962066,662.27
2025-07-06 19:54:00,99.900217962066,662.66
2025-07-06 19:55:00,99.900217962066,662.51
2025-07-06 19:56:00,99.900217962066,662.52
2025-07-06 19:57:00,99.900217962066,662.68
2025-07-06 19:58:00,99.900217962066,662.8
2025-07-06 19:59:00,99.900217962066,663.07
2025-07-06 20:00:00,99.80531275500205,663.04
2025-07-06 20:01:00,99.80101866081178,663.01
2025-07-06 20:02:00,99.82678322595342,663.19
2025-07-06 20:03:00,99.80960684919233,663.07
2025-07-06 20:04:00,99.83680277906406,663.26
2025-07-06 20:05:00,99.85254779109506,663.37
2025-07-06 20:06:00,99.85111642636497,663.36
2025-07-06 20:07:00,99.87115553258624,663.5
2025-07-06 20:08:00,99.8768809915066,663.54
2025-07-06 20:09:00,99.87974372096679,663.56
2025-07-06 20:10:00,99.85684188528533,663.4
2025-07-06 20:11:00,99.87831235623669,663.55
2025-07-06 20:12:00,99.87831235623669,663.55
2025-07-06 20:13:00,99.87974372096679,663.56
2025-07-06 20:14:00,99.8639987089358,663.45
2025-07-06 20:15:00,99.85684188528533,663.4
2025-07-06 20:16:00,99.8639987089358,663.45
2025-07-06 20:17:00,99.86543007366589,663.46
2025-07-06 20:18:00,99.87831235623669,663.55
2025-07-06 20:19:00,99.87974372096679,663.56
2025-07-06 20:20:00,99.86829280312607,663.48
2025-07-06 20:21:00,99.86829280312607,663.48
2025-07-06 20:22:00,99.84109687325433,663.29
2025-07-06 20:23:00,99.83680277906406,663.26
2025-07-06 20:24:00,99.57885367832486,662.12
2025-07-06 20:25:00,99.57885367832486,662.5
2025-07-06 20:26:00,99.57885367832486,662.35
2025-07-06 20:27:00,99.57885367832486,662.27
2025-07-06 20:28:00,99.57885367832486,662.22
2025-07-06 20:29:00,99.57885367832486,662.15
2025-07-06 20:30:00,99.57885367832486,662.26
2025-07-06 20:31:00,99.57885367832486,662.29
2025-07-06 20:32:00,99.57885367832486,662.31
2025-07-06 20:33:00,99.57885367832486,662.31
2025-07-06 20:34:00,99.57885367832486,662.27
2025-07-06 20:35:00,99.57885367832486,662.33
2025-07-06 20:36:00,99.57885367832486,662.27
2025-07-06 20:37:00,99.57885367832486,662.26
2025-07-06 20:38:00,99.57885367832486,662.26
2025-07-06 20:39:00,99.57885367832486,662.26
2025-07-06 20:40:00,99.57885367832486,662.27
2025-07-06 20:41:00,99.57885367832486,662.08
2025-07-06 20:42:00,99.57885367832486,662.28
2025-07-06 20:43:00,99.57885367832486,662.28
2025-07-06 20:44:00,99.57885367832486,662.25
2025-07-06 20:45:00,99.57885367832486,662.31
2025-07-06 20:46:00,99.57885367832486,662.17
2025-07-06 20:47:00,99.57885367832486,661.87
2025-07-06 20:48:00,99.57885367832486,661.71
2025-07-06 20:49:00,99.57885367832486,661.79
2025-07-06 20:50:00,99.57885367832486,661.71
2025-07-06 20:51:00,99.57885367832486,661.57
2025-07-06 20:52:00,99.57885367832486,661.7
2025-07-06 20:53:00,99.57885367832486,661.69
2025-07-06 20:54:00,99.57885367832486,661.5
2025-07-06 20:55:00,99.57885367832486,661.51
2025-07-06 20:56:00,99.57885367832486,661.42
2025-07-06 20:57:00,99.57885367832486,661.38
2025-07-06 20:58:00,99.57885367832486,661.4
2025-07-06 20:59:00,99.57885367832486,661.0
2025-07-06 21:00:00,99.57885367832486,661.06
2025-07-06 21:01:00,99.57885367832486,661.17
2025-07-06 21:02:00,99.57885367832486,661.37
2025-07-06 21:03:00,99.57885367832486,661.32
2025-07-06 21:04:00,99.57885367832486,661.28
2025-07-06 21:05:00,99.57885367832486,661.24
2025-07-06 21:06:00,99.57885367832486,661.23
2025-07-06 21:07:00,99.57885367832486,661.39
2025-07-06 21:08:00,99.57885367832486,661.38
2025-07-06 21:09:00,99.57885367832486,661.39
2025-07-06 21:10:00,99.57885367832486,661.37
2025-07-06 21:11:00,99.57885367832486,661.78
2025-07-06 21:12:00,99.57885367832486,661.89
2025-07-06 21:13:00,99.48425376733046,661.83
2025-07-06 21:14:00,99.52284672317786,662.1
2025-07-06 21:15:00,99.49282997974099,661.89
2025-07-06 21:16:00,99.47424818618484,661.76
2025-07-06 21:17:00,99.47424818618484,661.76
2025-07-06 21:18:00,99.45852513009885,661.65
2025-07-06 21:19:00,99.47853629239009,661.79
2025-07-06 21:20:00,99.47996566112518,661.8
2025-07-06 21:21:00,99.47996566112518,661.8
2025-07-06 21:22:00,99.5299935668533,662.15
2025-07-06 21:23:00,99.55000472914456,662.29
2025-07-06 21:24:00,99.55000472914456,662.29
2025-07-06 21:25:00,99.54857536040947,662.28
2025-07-06 21:26:00,99.64434306566045,662.95
2025-07-06 21:27:00,99.6757891778324,663.17
2025-07-06 21:28:00,99.68579475897803,663.24
2025-07-06 21:29:00,99.68579475897803,663.24
2025-07-06 21:30:00,99.86589521959928,664.5
2025-07-06 21:31:00,99.92164060026775,664.89
2025-07-06 21:32:00,99.87875953821508,664.59
2025-07-06 21:33:00,99.88018890695017,664.6
2025-07-06 21:34:00,99.72581708356053,663.52
2025-07-06 21:35:00,99.86589521959928,664.5
2025-07-06 21:36:00,99.86732458833437,664.51
2025-07-06 21:37:00,99.81300857640097,664.13
2025-07-06 21:38:00,99.80300299525534,664.06
2025-07-06 21:39:00,99.83301973869222,664.27
2025-07-06 21:40:00,99.80872047019571,664.1
2025-07-06 21:41:00,99.80586173272553,664.08
2025-07-06 21:42:00,99.78585057043429,663.94
2025-07-06 21:43:00,99.77155688308339,663.84
2025-07-06 21:44:00,99.75011635205706,663.69
2025-07-06 21:45:00,99.7429695083816,663.64
2025-07-06 21:46:00,99.637196221985,662.9
2025-07-06 21:47:00,99.52959191423875,662.81
2025-07-06 21:48:00,99.52959191423875,662.61
2025-07-06 21:49:00,99.52959191423875,662.59
2025-07-06 21:50:00,99.52959191423875,662.54
2025-07-06 21:51:00,99.52959191423875,662.36
2025-07-06 21:52:00,99.52959191423875,662.21
2025-07-06 21:53:00,99.52959191423875,662.51
2025-07-06 21:54:00,99.52959191423875,662.5
2025-07-06 21:55:00,99.52959191423875,662.5
2025-07-06 21:56:00,99.52959191423875,662.25
2025-07-06 21:57:00,99.52959191423875,662.45
2025-07-06 21:58:00,99.52959191423875,662.55
2025-07-06 21:59:00,99.52959191423875,662.77
2025-07-06 22:00:00,99.52959191423875,663.64
2025-07-06 22:01:00,99.52959191423875,664.3
2025-07-06 22:02:00,99.52959191423875,663.98
2025-07-06 22:03:00,99.43503880192023,663.79
2025-07-06 22:04:00,99.40939882509423,663.61
2025-07-06 22:05:00,99.42791658613523,663.74
2025-07-06 22:06:00,99.43646324507722,663.8
2025-07-06 22:07:00,99.46495210821723,664.0
2025-07-06 22:08:00,99.48204542610124,664.12
2025-07-06 22:09:00,99.48774319872923,664.16
2025-07-06 22:10:00,99.47207432400224,664.05
2025-07-06 22:11:00,99.39942772299521,663.54
2025-07-06 22:12:00,99.40654993878023,663.59
2025-07-06 22:13:00,99.40654993878023,663.59
2025-07-06 22:14:00,99.43503880192023,663.79
2025-07-06 22:15:00,99.44785879033323,663.88
2025-07-06 22:16:00,99.44500990401923,663.86
2025-07-06 22:17:00,99.45782989243224,663.95
2025-07-06 22:18:00,99.47777209663025,664.09
2025-07-06 22:19:00,99.51765650502625,664.37
2025-07-06 22:20:00,99.32483248374942,663.68
2025-07-06 22:21:00,99.32483248374942,663.25
2025-07-06 22:22:00,99.32483248374942,663.58
2025-07-06 22:23:00,99.32483248374942,663.86
2025-07-06 22:24:00,99.23047389288986,663.62
2025-07-06 22:25:00,99.1361153020303,663.62
2025-07-06 22:26:00,99.1361153020303,663.4
2025-07-06 22:27:00,99.1361153020303,663.66
2025-07-06 22:28:00,99.1361153020303,663.87
2025-07-06 22:29:00,99.1361153020303,663.81
2025-07-06 22:30:00,99.1361153020303,663.83
2025-07-06 22:31:00,99.1361153020303,663.63
2025-07-06 22:32:00,99.1361153020303,663.01
2025-07-06 22:33:00,99.1361153020303,663.38
2025-07-06 22:34:00,99.1361153020303,663.5
2025-07-06 22:35:00,99.1361153020303,663.55
2025-07-06 22:36:00,99.1361153020303,663.45
2025-07-06 22:37:00,99.1361153020303,663.5
2025-07-06 22:38:00,99.1361153020303,663.5
2025-07-06 22:39:00,99.1361153020303,663.34
2025-07-06 22:40:00,99.1361153020303,663.49
2025-07-06 22:41:00,99.1361153020303,663.67
2025-07-06 22:42:00,99.1361153020303,663.77
2025-07-06 22:43:00,99.1361153020303,663.77
2025-07-06 22:44:00,99.1361153020303,663.71
2025-07-06 22:45:00,99.04193599249339,663.93
2025-07-06 22:46:00,99.04761004304312,663.97
2025-07-06 22:47:00,99.05044706831798,663.99
2025-07-06 22:48:00,99.03768045458109,663.9
2025-07-06 22:49:00,99.04902855568055,663.98
2025-07-06 22:50:00,99.03768045458109,663.9
2025-07-06 22:51:00,99.01782127765708,663.76
2025-07-06 22:52:00,99.01782127765708,663.76
2025-07-06 22:53:00,99.00505466392019,663.67
2025-07-06 22:54:00,99.0334249166688,663.87
2025-07-06 22:55:00,99.0334249166688,663.87
2025-07-06 22:56:00,99.04902855568055,663.98
2025-07-06 22:57:00,99.02491384084422,663.81
2025-07-06 22:58:00,99.02633235348166,663.82
2025-07-06 22:59:00,99.01214722710735,663.72
2025-07-06 23:00:00,98.93641992995812,663.85
2025-07-06 23:01:00,98.93641992995812,663.2
2025-07-06 23:02:00,98.93641992995812,662.91
2025-07-06 23:03:00,98.93641992995812,663.22
2025-07-06 23:04:00,98.93641992995812,663.22
2025-07-06 23:05:00,98.93641992995812,662.86
2025-07-06 23:06:00,98.93641992995812,662.61
2025-07-06 23:07:00,98.93641992995812,663.22
2025-07-06 23:08:00,98.93641992995812,663.52
2025-07-06 23:09:00,98.93641992995812,663.41
2025-07-06 23:10:00,98.93641992995812,663.2
2025-07-06 23:11:00,98.93641992995812,663.15
2025-07-06 23:12:00,98.93641992995812,663.05
2025-07-06 23:13:00,98.93641992995812,663.05
2025-07-06 23:14:00,98.93641992995812,663.04
2025-07-06 23:15:00,98.93641992995812,662.81
2025-07-06 23:16:00,98.93641992995812,662.9
2025-07-06 23:17:00,98.93641992995812,662.9
2025-07-06 23:18:00,98.93641992995812,662.89
2025-07-06 23:19:00,98.93641992995812,663.18
2025-07-06 23:20:00,98.93641992995812,663.18
2025-07-06 23:21:00,98.93641992995812,662.94
2025-07-06 23:22:00,98.93641992995812,663.06
2025-07-06 23:23:00,98.93641992995812,663.01
2025-07-06 23:24:00,98.93641992995812,662.7
2025-07-06 23:25:00,98.93641992995812,662.52
2025-07-06 23:26:00,98.93641992995812,662.65
2025-07-06 23:27:00,98.93641992995812,662.65
2025-07-06 23:28:00,98.93641992995812,662.6
2025-07-06 23:29:00,98.93641992995812,662.68
2025-07-06 23:30:00,98.93641992995812,662.55
2025-07-06 23:31:00,98.93641992995812,662.65
2025-07-06 23:32:00,98.93641992995812,662.66
2025-07-06 23:33:00,98.93641992995812,662.59
2025-07-06 23:34:00,98.93641992995812,662.41
2025-07-06 23:35:00,98.93641992995812,662.11
2025-07-06 23:36:00,98.93641992995812,662.23
2025-07-06 23:37:00,98.93641992995812,662.32
2025-07-06 23:38:00,98.93641992995812,662.79
2025-07-06 23:39:00,98.93641992995812,662.55
2025-07-06 23:40:00,98.93641992995812,662.23
2025-07-06 23:41:00,98.93641992995812,662.2
2025-07-06 23:42:00,98.93641992995812,662.71
2025-07-06 23:43:00,98.93641992995812,662.75
2025-07-06 23:44:00,98.93641992995812,662.8
2025-07-06 23:45:00,98.93641992995812,662.7
2025-07-06 23:46:00,98.93641992995812,662.7
2025-07-06 23:47:00,98.84243033102467,662.77
2025-07-06 23:48:00,98.87221112342026,662.98
2025-07-06 23:49:00,98.84810286290954,662.81
2025-07-06 23:50:00,98.83959406508222,662.75
2025-07-06 23:51:00,98.8608660596505,662.9
2025-07-06 23:52:00,98.86512045856416,662.93
2025-07-06 23:53:00,98.86512045856416,662.93
2025-07-06 23:54:00,98.86653859153539,662.94
2025-07-06 23:55:00,98.86653859153539,662.94
2025-07-06 23:56:00,98.88213805421879,663.05
2025-07-06 23:57:00,98.88071992124756,663.04
2025-07-06 23:58:00,98.90199191581586,663.19
2025-07-06 23:59:00,98.89348311798854,663.13
2025-07-07 00:00:00,98.89631938393097,663.15
2025-07-07 00:01:00,98.89490125095976,663.14
2025-07-07 00:02:00,98.88355618719,663.06
2025-07-07 00:03:00,98.88497432016123,663.07
2025-07-07 00:04:00,98.88497432016123,663.07
2025-07-07 00:05:00,98.8892287190749,663.1
2025-07-07 00:06:00,98.86370232559294,662.92
2025-07-07 00:07:00,98.86228419262173,662.91
2025-07-07 00:08:00,98.86370232559294,662.92
2025-07-07 00:09:00,98.85519352776564,662.86
2025-07-07 00:10:00,98.82115833645639,662.62
2025-07-07 00:11:00,98.74135715789997,662.72
2025-07-07 00:12:00,98.74135715789997,662.85
2025-07-07 00:13:00,98.74135715789997,662.83
2025-07-07 00:14:00,98.74135715789997,662.86
2025-07-07 00:15:00,98.74135715789997,662.92
2025-07-07 00:16:00,98.74135715789997,662.43
2025-07-07 00:17:00,98.74135715789997,662.54
2025-07-07 00:18:00,98.74135715789997,662.12
2025-07-07 00:19:00,98.74135715789997,662.14
2025-07-07 00:20:00,98.74135715789997,662.11
2025-07-07 00:21:00,98.74135715789997,662.01
2025-07-07 00:22:00,98.74135715789997,661.96
2025-07-07 00:23:00,98.74135715789997,662.07
2025-07-07 00:24:00,98.74135715789997,661.95
2025-07-07 00:25:00,98.74135715789997,661.57
2025-07-07 00:26:00,98.74135715789997,661.68
2025-07-07 00:27:00,98.74135715789997,661.68
2025-07-07 00:28:00,98.74135715789997,661.54
2025-07-07 00:29:00,98.74135715789997,661.46
2025-07-07 00:30:00,98.74135715789997,661.29
2025-07-07 00:31:00,98.74135715789997,661.22
2025-07-07 00:32:00,98.74135715789997,661.37
2025-07-07 00:33:00,98.74135715789997,661.16
2025-07-07 00:34:00,98.74135715789997,661.31
2025-07-07 00:35:00,98.74135715789997,661.61
2025-07-07 00:36:00,98.74135715789997,661.27
2025-07-07 00:37:00,98.74135715789997,661.34
2025-07-07 00:38:00,98.74135715789997,661.47
2025-07-07 00:39:00,98.74135715789997,661.35
2025-07-07 00:40:00,98.74135715789997,661.35
2025-07-07 00:41:00,98.74135715789997,661.39
2025-07-07 00:42:00,98.74135715789997,661.19
2025-07-07 00:43:00,98.74135715789997,661.22
2025-07-07 00:44:00,98.74135715789997,661.12
2025-07-07 00:45:00,98.74135715789997,661.4
2025-07-07 00:46:00,98.74135715789997,661.33
2025-07-07 00:47:00,98.74135715789997,661.27
2025-07-07 00:48:00,98.74135715789997,661.32
2025-07-07 00:49:00,98.74135715789997,661.39
2025-07-07 00:50:00,98.74135715789997,661.39
2025-07-07 00:51:00,98.74135715789997,661.34
2025-07-07 00:52:00,98.74135715789997,661.35
2025-07-07 00:53:00,98.74135715789997,661.24
2025-07-07 00:54:00,98.74135715789997,661.3
2025-07-07 00:55:00,98.64755286859997,661.15
2025-07-07 00:56:00,98.55374857929996,661.15
2025-07-07 00:57:00,98.55374857929996,661.22
2025-07-07 00:58:00,98.55374857929996,661.26
2025-07-07 00:59:00,98.55374857929996,661.36
2025-07-07 01:00:00,98.55374857929996,661.37
2025-07-07 01:01:00,98.55374857929996,661.27
2025-07-07 01:02:00,98.55374857929996,661.05
2025-07-07 01:03:00,98.55374857929996,660.93
2025-07-07 01:04:00,98.55374857929996,660.75
2025-07-07 01:05:00,98.55374857929996,660.75
2025-07-07 01:06:00,98.55374857929996,660.61
2025-07-07 01:07:00,98.55374857929996,660.43
2025-07-07 01:08:00,98.55374857929996,660.56
2025-07-07 01:09:00,98.55374857929996,660.54
2025-07-07 01:10:00,98.55374857929996,660.7
2025-07-07 01:11:00,98.55374857929996,660.69
2025-07-07 01:12:00,98.55374857929996,660.63
2025-07-07 01:13:00,98.55374857929996,660.6
2025-07-07 01:14:00,98.55374857929996,660.68
2025-07-07 01:15:00,98.55374857929996,660.4
2025-07-07 01:16:00,98.55374857929996,660.52
2025-07-07 01:17:00,98.55374857929996,661.17
2025-07-07 01:18:00,98.55374857929996,661.11
2025-07-07 01:19:00,98.55374857929996,661.15
2025-07-07 01:20:00,98.55374857929996,661.19
2025-07-07 01:21:00,98.46012251814963,661.05
2025-07-07 01:22:00,98.4388776665158,660.9
2025-07-07 01:23:00,98.39072266947909,660.56
2025-07-07 01:24:00,98.39922061013263,660.62
2025-07-07 01:25:00,98.44454296028483,660.94
2025-07-07 01:26:00,98.46012251814963,661.05
2025-07-07 01:27:00,98.46295516503416,661.07
2025-07-07 01:28:00,98.46295516503416,661.07
2025-07-07 01:29:00,98.44879193061159,660.97
2025-07-07 01:30:00,98.49128163387927,661.27
2025-07-07 01:31:00,98.5224407496089,661.49
2025-07-07 01:32:00,98.52102442616665,661.48
2025-07-07 01:33:00,98.5224407496089,661.49
2025-07-07 01:34:00,98.5125264855131,661.42
2025-07-07 01:35:00,98.51111016207085,661.41
2025-07-07 01:36:00,98.52527339649342,661.51
2025-07-07 01:37:00,98.54368560124274,661.64
2025-07-07 01:38:00,98.53802030747373,661.6
2025-07-07 01:39:00,98.5125264855131,661.42
2025-07-07 01:40:00,98.5125264855131,661.42
2025-07-07 01:41:00,98.51394280895536,661.43
2025-07-07 01:42:00,98.48136736978348,661.2
2025-07-07 01:43:00,98.48278369322574,661.21
2025-07-07 01:44:00,98.48136736978348,661.2
2025-07-07 01:45:00,98.5068611917441,661.38
2025-07-07 01:46:00,98.48703266355251,661.24
2025-07-07 01:47:00,98.45020825405385,660.98
2025-07-07 01:48:00,98.34810266445473,660.92
2025-07-07 01:49:00,98.34810266445473,660.91
2025-07-07 01:50:00,98.34810266445473,661.0
2025-07-07 01:51:00,98.34810266445473,661.2
2025-07-07 01:52:00,98.34810266445473,661.02
2025-07-07 01:53:00,98.34810266445473,661.03
2025-07-07 01:54:00,98.34810266445473,661.02
2025-07-07 01:55:00,98.34810266445473,661.09
2025-07-07 01:56:00,98.34810266445473,661.01
2025-07-07 01:57:00,98.34810266445473,661.02
2025-07-07 01:58:00,98.34810266445473,661.15
2025-07-07 01:59:00,98.34810266445473,661.16
2025-07-07 02:00:00,98.34810266445473,661.41
2025-07-07 02:01:00,98.34810266445473,661.7
2025-07-07 02:02:00,98.25467196692351,661.7
2025-07-07 02:03:00,98.22643237268707,661.5
2025-07-07 02:04:00,98.25043602778803,661.67
2025-07-07 02:05:00,98.26455582490625,661.77
2025-07-07 02:06:00,98.27726364231265,661.86
2025-07-07 02:07:00,98.2419641495171,661.61
2025-07-07 02:08:00,98.29138343943087,661.96
2025-07-07 02:09:00,98.29561937856633,661.99
2025-07-07 02:10:00,98.31679907424365,662.14
2025-07-07 02:11:00,98.4057537960884,662.77
2025-07-07 02:12:00,98.41140171493569,662.81
2025-07-07 02:13:00,98.41704963378298,662.85
2025-07-07 02:14:00,98.40434181637659,662.76
2025-07-07 02:15:00,98.41281369464753,662.82
2025-07-07 02:16:00,98.46364496427309,663.18
2025-07-07 02:17:00,98.41422567435934,662.83
2025-07-07 02:18:00,98.43258141061303,662.96
2025-07-07 02:19:00,98.44811318744306,663.07
2025-07-07 02:20:00,98.43964130917212,663.01
2025-07-07 02:21:00,98.43964130917212,663.01
2025-07-07 02:22:00,98.41140171493569,662.81
2025-07-07 02:23:00,98.41140171493569,662.81
2025-07-07 02:24:00,98.41704963378298,662.85
2025-07-07 02:25:00,98.40151785695295,662.74
2025-07-07 02:26:00,98.37751420185198,662.57
2025-07-07 02:27:00,98.3859860801229,662.63
2025-07-07 02:28:00,98.37186628300469,662.53
2025-07-07 02:29:00,98.37186628300469,662.53
2025-07-07 02:30:00,98.26844441703263,662.46
2025-07-07 02:31:00,98.26844441703263,662.03
2025-07-07 02:32:00,98.26844441703263,662.02
2025-07-07 02:33:00,98.26844441703263,662.18
2025-07-07 02:34:00,98.26844441703263,662.19
2025-07-07 02:35:00,98.26844441703263,662.35
2025-07-07 02:36:00,98.26844441703263,662.38
2025-07-07 02:37:00,98.26844441703263,662.31
2025-07-07 02:38:00,98.26844441703263,662.3
2025-07-07 02:39:00,98.26844441703263,662.31
2025-07-07 02:40:00,98.26844441703263,662.4
2025-07-07 02:41:00,98.26844441703263,662.52
2025-07-07 02:42:00,98.26844441703263,662.57
2025-07-07 02:43:00,98.26844441703263,662.39
2025-07-07 02:44:00,98.26844441703263,662.57
2025-07-07 02:45:00,98.17508939483646,662.4
2025-07-07 02:46:00,98.15253987256686,662.24
2025-07-07 02:47:00,98.15253987256686,662.24
2025-07-07 02:48:00,98.15113052742501,662.23
2025-07-07 02:49:00,98.1483118371413,662.21
2025-07-07 02:50:00,98.14126511143205,662.16
2025-07-07 02:51:00,98.11307820859506,661.96
2025-07-07 02:52:00,98.09334737660915,661.82
2025-07-07 02:53:00,98.02119313338181,661.97
2025-07-07 02:54:00,98.02119313338181,661.99
2025-07-07 02:55:00,98.02119313338181,662.02
2025-07-07 02:56:00,98.02119313338181,661.96
2025-07-07 02:57:00,98.02119313338181,661.84
2025-07-07 02:58:00,98.02119313338181,661.9
2025-07-07 02:59:00,98.02119313338181,661.9
2025-07-07 03:00:00,98.02119313338181,661.93
2025-07-07 03:01:00,98.02119313338181,661.88
2025-07-07 03:02:00,98.02119313338181,661.97
2025-07-07 03:03:00,98.02119313338181,661.97
2025-07-07 03:04:00,98.02119313338181,661.84
2025-07-07 03:05:00,98.02119313338181,661.89
2025-07-07 03:06:00,98.02119313338181,661.99
2025-07-07 03:07:00,98.02119313338181,661.99
2025-07-07 03:08:00,98.02119313338181,662.01
2025-07-07 03:09:00,98.02119313338181,662.04
2025-07-07 03:10:00,98.02119313338181,662.07
2025-07-07 03:11:00,97.92807299990511,662.13
2025-07-07 03:12:00,97.93088574463731,662.15
2025-07-07 03:13:00,97.96604505378986,662.4
2025-07-07 03:14:00,97.98432789454918,662.53
2025-07-07 03:15:00,97.97870240508477,662.49
2025-07-07 03:16:00,97.96182593669155,662.37
2025-07-07 03:17:00,97.96041956432545,662.36
2025-07-07 03:18:00,97.96041956432545,662.36
2025-07-07 03:19:00,97.96041956432545,662.36
2025-07-07 03:20:00,97.91682202097628,662.05
